id	SPE_0xA_AR01	SPE_0xA_AR02	SPE_0xA_AR03	SPE_0xA_AR04	SPE_0xA_AR05	SPE_0xA_AR06	SPE_0xA_AR07	SPE_0xA_AR08	SPE_0xA_AR09	SPE_0xA_AR10
S1_L_T8701	22	21	13	18	14	16	12	7	11	3
S1_L_T8702	51	49	47	61	71	24	22	77	112	46
S1_L_T8703	27	21	10	11	8	5	5	5	1	2
S1_L_T8704	200	191	131	138	144	124	63	43	21	12
S1_L_T8705	14	19	13	6	10	1	6	2	3	2
S1_L_T8706	8	12	6	3	6	3	1	1	1	1
S1_L_T8707	54	12	24	14	41	5	1	53	71	16
S1_L_T8708	476	323	224	261	259	169	189	270	316	187
S1_L_T8709	3	1	1	0	3	1	0	1	0	1
S1_L_T871	51	30	39	37	44	1	2	9	13	5
S1_L_T8710	2	4	0	0	1	1	2	0	0	0
S1_L_T8711	77	86	65	58	58	33	47	33	35	18
S1_L_T8712	35	22	14	13	18	21	13	22	28	13
S1_L_T8713	10	10	4	6	6	4	1	3	2	0
S1_L_T8714	16	20	22	17	28	5	12	29	22	8
S1_L_T8715	69	30	40	31	51	9	2	11	25	3
S1_L_T8716	46	50	36	26	29	24	19	15	6	9
S1_L_T8717	26	10	17	11	21	6	3	23	34	13
S1_L_T8718	24	23	5	11	8	4	8	2	6	2
S1_L_T8719	33	17	26	21	34	0	0	4	7	3
S1_L_T872	12	9	5	8	12	10	4	5	6	0
S1_L_T8720	37	34	23	14	16	1	4	4	3	0
S1_L_T8721	18	20	13	12	12	3	12	9	9	1
S1_L_T8722	176	150	161	142	161	93	93	206	189	84
S1_L_T8723	85	59	42	49	38	17	6	25	29	22
S1_L_T8724	1	3	0	1	0	0	0	0	0	0
S1_L_T8725	13	10	9	1	4	1	0	1	1	1
S1_L_T8726	8	8	3	2	4	0	2	0	1	0
S1_L_T8727	4	5	3	3	5	0	2	0	0	0
S1_L_T8728	148	170	194	191	230	92	115	187	140	41
S1_L_T8729	148	167	151	184	220	58	20	30	27	16
S1_L_T873	3	5	0	4	2	3	6	2	2	0
S1_L_T8730	80	61	59	61	63	43	50	44	61	20
S1_L_T8731	14	12	14	16	13	10	3	9	13	3
S1_L_T8732	43	25	26	22	15	6	4	13	12	10
S1_L_T8733	4	6	5	2	7	2	6	5	9	0
S1_L_T8734	26	30	22	19	19	17	17	14	24	5
S1_L_T8735	36	31	24	24	29	24	18	32	37	14
S1_L_T8736	56	46	31	43	48	34	28	22	15	7
S1_L_T8737	297	155	112	83	83	48	34	27	34	18
S1_L_T8738	89	66	51	35	39	39	32	23	32	19
S1_L_T8739	17	14	7	6	7	11	8	6	2	1
S1_L_T874	0	0	0	1	2	0	0	0	0	0
S1_L_T8740	9	8	6	7	8	3	2	2	13	2
S1_L_T8741	13	13	5	9	4	4	2	3	5	1
S1_L_T8742	0	1	1	0	2	0	0	0	0	0
S1_L_T8743	94	69	39	48	38	23	28	17	19	11
S1_L_T8744	119	107	56	83	78	50	92	90	102	61
S1_L_T8745	18	16	10	5	10	11	15	19	12	7
S1_L_T8746	1	0	0	0	0	0	0	0	0	0
S1_L_T8747	44	38	35	28	37	15	11	21	7	3
S1_L_T8748	13	6	6	6	3	1	2	4	2	0
S1_L_T8749	15	11	2	1	5	1	0	0	1	0
S1_L_T875	3	4	4	2	2	1	0	1	1	0
S1_L_T8750	24	9	10	11	12	2	4	8	12	6
S1_L_T8751	147	108	74	65	53	18	17	13	18	6
S1_L_T8752	1	0	1	1	0	0	0	0	0	0
S1_L_T8753	56	44	34	39	40	28	37	51	38	24
S1_L_T8754	63	73	62	42	62	34	34	45	63	32
S1_L_T8755	31	23	11	27	23	9	6	9	4	5
S1_L_T8756	27	18	20	20	26	16	17	12	12	11
S1_L_T8757	87	82	60	53	67	54	56	57	78	33
S1_L_T8758	7	7	15	17	13	8	4	13	12	5
S1_L_T8759	7	7	7	0	1	0	3	1	0	0
S1_L_T876	5	1	2	5	1	0	3	0	2	0
S1_L_T8760	1	0	0	0	0	0	0	0	2	0
S1_L_T8761	29	15	15	11	17	3	5	0	1	3
S1_L_T8762	34	19	28	19	28	17	20	31	40	55
S1_L_T8763	53	26	30	26	34	5	1	9	20	5
S1_L_T8764	32	13	14	14	7	6	2	3	2	2
S1_L_T8765	0	1	0	0	0	0	0	0	0	0
S1_L_T8766	5	2	3	2	6	0	0	1	2	0
S1_L_T8767	5	8	4	3	3	1	0	1	3	1
S1_L_T8768	26	13	17	20	13	4	7	7	2	3
S1_L_T8769	67	53	39	30	33	30	21	7	10	4
S1_L_T877	2	3	2	2	2	0	0	6	4	1
S1_L_T8770	47	58	46	53	57	23	30	41	52	17
S1_L_T8771	50	21	13	22	26	22	23	26	25	11
S1_L_T8772	47	42	21	14	17	11	12	11	10	3
S1_L_T8773	40	19	20	34	47	1	5	32	57	20
S1_L_T8774	12	6	8	5	12	0	1	4	6	1
S1_L_T8775	54	32	31	27	35	26	22	27	27	14
S1_L_T8776	81	62	42	45	36	35	37	28	29	17
S1_L_T8777	334	285	200	181	106	83	65	47	62	17
S1_L_T8778	78	74	42	45	29	24	19	12	13	7
S1_L_T8779	5	5	4	5	3	3	2	1	0	2
S1_L_T878	23	15	10	11	12	6	6	7	9	7
S1_L_T8780	42	31	14	17	18	10	7	8	6	8
S1_L_T8781	94	63	52	55	58	32	37	54	65	27
S1_L_T8782	0	0	0	0	0	0	0	0	0	0
S1_L_T8783	63	42	32	37	38	15	20	27	33	15
S1_L_T8784	5	7	1	1	1	2	0	5	0	0
S1_L_T8785	101	94	73	91	106	60	54	141	160	89
S1_L_T8786	25	16	10	13	13	5	5	4	2	3
S1_L_T8787	7	1	0	2	0	0	1	0	0	0
S1_L_T8788	53	45	21	20	18	11	11	6	5	2
S1_L_T8789	18	22	15	13	12	9	13	4	5	2
S1_L_T879	17	14	9	10	12	6	10	10	3	2
S1_L_T8790	10	6	7	9	3	7	2	4	3	2
S1_L_T8791	98	87	45	41	36	16	20	11	10	11
S1_L_T8792	10	6	6	4	5	3	2	5	4	5
S1_L_T8793	58	38	25	21	18	5	8	18	19	7
S1_L_T8794	38	24	22	19	32	7	9	19	19	6
S1_L_T8795	34	18	6	11	10	6	5	2	2	4
S1_L_T8796	32	36	35	21	39	17	7	7	9	2
S1_L_T8797	27	34	27	22	18	15	12	3	2	1
S1_L_T8798	108	67	41	40	24	23	13	11	6	4
S1_L_T8799	58	33	27	28	41	19	18	26	44	23
S1_L_T88	68	39	45	63	79	22	21	60	55	16
S1_L_T880	8	10	8	7	9	2	5	1	0	2
S1_L_T8800	11	6	9	6	6	6	1	2	9	2
S1_L_T8801	1	1	0	0	2	0	1	0	1	0
S1_L_T8802	0	0	0	0	0	0	0	0	0	0
S1_L_T8803	3	0	0	1	5	2	0	0	4	0
S1_L_T8804	22	17	12	14	14	2	1	8	9	3
S1_L_T8805	21	8	11	7	8	6	2	7	9	5
S1_L_T8806	21	14	12	4	7	8	1	0	2	0
S1_L_T8807	36	35	21	24	21	17	14	13	18	6
S1_L_T8808	18	17	10	11	3	4	2	4	4	0
S1_L_T8809	29	14	8	6	11	3	5	1	4	1
S1_L_T881	50	28	38	42	46	9	3	9	9	5
S1_L_T8810	4	3	3	2	3	1	0	0	0	0
S1_L_T8811	387	377	324	347	365	233	265	314	405	144
S1_L_T8812	78	64	33	44	41	22	29	10	10	10
S1_L_T8813	27	19	9	11	15	8	13	9	6	7
S1_L_T8814	64	63	40	41	27	17	13	14	11	5
S1_L_T8815	210	172	154	140	171	120	166	233	286	170
S1_L_T8816	17	9	6	7	4	3	1	3	0	4
S1_L_T8817	54	64	46	39	58	37	48	65	81	21
S1_L_T8818	2	4	2	5	5	3	4	8	8	4
S1_L_T8819	14	15	13	12	11	7	9	2	14	13
S1_L_T882	1	3	4	6	5	2	0	1	3	2
S1_L_T8820	6	1	4	1	2	1	0	0	0	0
S1_L_T8821	74	74	47	42	47	38	46	33	31	17
S1_L_T8822	102	121	76	90	79	58	57	60	70	29
S1_L_T8823	8	12	12	9	7	2	4	1	6	0
S1_L_T8824	30	17	24	16	23	4	5	13	15	3
S1_L_T8825	83	65	56	60	81	28	30	36	43	9
S1_L_T8826	33	30	12	13	22	8	15	16	12	2
S1_L_T8827	135	88	36	57	47	23	12	20	11	10
S1_L_T8828	6	6	5	4	3	0	4	3	3	1
S1_L_T8829	22	24	12	9	10	16	16	17	22	6
S1_L_T883	7	9	7	5	8	7	3	3	7	2
S1_L_T8830	22	30	17	14	27	20	11	20	22	7
S1_L_T8831	20	11	9	11	6	8	7	5	3	0
S1_L_T8832	165	128	72	79	66	42	47	19	20	9
S1_L_T8833	387	377	324	347	365	233	265	314	405	144
S1_L_T8834	2	3	5	2	2	5	2	3	3	0
S1_L_T8835	184	153	81	87	50	41	38	12	23	6
S1_L_T8836	38	32	13	14	15	2	6	6	5	1
S1_L_T8837	1	1	4	0	0	0	0	2	0	1
S1_L_T8838	0	1	0	1	0	0	0	0	0	0
S1_L_T8839	5	6	8	3	6	9	4	4	4	0
S1_L_T884	22	20	13	20	16	15	10	6	4	4
S1_L_T8840	475	337	391	378	479	101	73	155	180	58
S1_L_T8841	25	25	19	11	9	4	7	3	6	4
S1_L_T8842	38	34	34	35	25	12	10	5	9	2
S1_L_T8843	25	19	21	16	16	8	15	13	17	9
S1_L_T8844	112	94	75	81	92	53	49	58	61	27
S1_L_T8845	50	39	22	31	17	12	8	5	3	2
S1_L_T8846	12	7	5	2	3	3	4	5	3	2
S1_L_T8847	1	1	1	1	2	0	0	4	3	0
S1_L_T8848	10	7	3	4	5	2	1	2	1	3
S1_L_T8849	27	14	13	10	13	6	9	6	8	1
S1_L_T885	20	16	22	14	15	1	2	3	11	0
S1_L_T8850	164	72	65	89	92	22	17	53	53	19
S1_L_T8851	24	22	15	18	17	12	13	7	16	3
S1_L_T8852	16	9	4	14	6	6	2	6	8	3
S1_L_T8853	8	4	3	5	2	1	1	1	0	0
S1_L_T8854	0	0	0	0	0	0	0	0	0	0
S1_L_T8855	0	0	0	0	1	0	0	0	0	0
S1_L_T8856	11	15	7	6	15	10	6	13	20	9
S1_L_T8857	22	27	9	22	18	12	19	19	23	14
S1_L_T8858	24	19	19	22	24	16	16	25	37	8
S1_L_T8859	5	3	5	1	3	4	1	1	2	1
S1_L_T886	28	31	13	19	23	7	5	3	7	2
S1_L_T8860	61	56	37	32	37	23	23	20	24	12
S1_L_T8861	8	8	9	7	9	4	12	12	11	6
S1_L_T8862	11	10	11	7	6	6	3	0	2	0
S1_L_T8863	34	27	18	18	19	13	6	4	4	5
S1_L_T8864	69	93	78	72	120	62	73	82	107	45
S1_L_T8865	8	9	10	6	7	4	11	6	4	8
S1_L_T8866	14	10	6	6	11	8	10	14	15	6
S1_L_T8867	176	151	91	116	111	93	101	79	104	53
S1_L_T8868	0	2	1	0	0	0	0	0	0	0
S1_L_T8869	61	49	31	39	49	29	40	54	68	36
S1_L_T887	8	16	10	8	13	6	2	3	3	1
S1_L_T8870	15	19	4	4	7	8	1	4	3	1
S1_L_T8871	34	50	24	17	24	17	14	10	10	5
S1_L_T8872	183	104	149	108	156	17	31	87	89	21
S1_L_T8873	10	13	3	9	8	3	2	0	1	0
S1_L_T8874	12	12	8	4	4	2	6	1	2	3
S1_L_T8875	70	66	37	36	20	10	11	5	7	7
S1_L_T8876	55	60	50	47	29	28	16	13	8	4
S1_L_T8877	172	141	164	133	184	85	73	54	46	10
S1_L_T8878	4	8	2	4	4	2	2	3	2	2
S1_L_T8879	159	122	79	53	50	36	20	26	22	19
S1_L_T888	6	12	8	7	12	3	3	8	5	2
S1_L_T8880	727	621	401	334	365	259	259	232	275	127
S1_L_T8881	0	0	0	1	3	0	0	0	0	0
S1_L_T8882	11	8	2	6	5	5	5	0	3	1
S1_L_T8883	48	25	33	26	44	7	3	23	15	12
S1_L_T8884	44	24	28	30	25	8	17	14	10	6
S1_L_T8885	11	15	14	16	15	5	7	8	6	1
S1_L_T8886	47	34	43	42	58	28	21	51	45	14
S1_L_T8887	11	6	10	9	5	5	4	8	5	1
S1_L_T8888	50	40	16	15	19	11	8	11	12	9
S1_L_T8889	5	1	3	1	0	1	1	1	1	0
S1_L_T889	9	2	13	4	6	0	0	1	2	0
S1_L_T8890	24	33	11	9	5	3	1	4	2	2
S1_L_T8891	52	32	32	37	41	22	27	27	40	22
S1_L_T8892	42	32	23	21	27	11	16	33	40	17
S1_L_T8893	0	0	2	0	0	0	0	1	0	0
S1_L_T8894	18	22	11	9	7	4	0	1	4	1
S1_L_T8895	0	0	1	4	2	2	1	1	1	0
S1_L_T8896	22	21	25	25	29	21	13	10	8	3
S1_L_T8897	73	63	39	55	76	27	24	35	66	23
S1_L_T8898	286	322	220	206	243	195	217	213	266	94
S1_L_T8899	128	115	91	69	83	33	16	21	12	13
S1_L_T89	0	0	0	0	0	0	0	0	0	0
S1_L_T890	28	39	30	30	35	33	22	22	29	8
S1_L_T8900	63	29	18	17	17	21	10	11	19	12
S1_L_T8901	84	65	39	43	34	18	18	11	13	9
S1_L_T8902	13	10	10	9	26	7	10	20	22	11
S1_L_T8903	3	0	0	0	0	0	0	0	0	0
S1_L_T8904	165	96	114	133	146	49	57	126	165	58
S1_L_T8905	0	0	0	0	0	0	0	0	0	0
S1_L_T8906	87	56	35	46	37	14	18	20	38	7
S1_L_T8907	59	55	17	18	16	11	6	1	4	4
S1_L_T8908	26	19	20	14	9	11	10	6	2	0
S1_L_T8909	18	10	18	15	18	10	11	29	41	25
S1_L_T891	11	9	10	10	12	4	8	1	10	2
S1_L_T8910	49	37	18	21	15	10	14	9	13	4
S1_L_T8911	50	43	37	29	33	19	25	20	22	21
S1_L_T8912	86	82	60	59	51	32	28	29	21	10
S1_L_T8913	25	23	15	24	9	13	9	10	8	3
S1_L_T8914	34	27	12	9	13	3	5	0	0	2
S1_L_T8915	2	1	0	1	1	0	0	0	0	0
S1_L_T8916	38	26	24	23	31	17	20	17	20	4
S1_L_T8917	49	32	15	15	9	8	9	4	1	5
S1_L_T8918	4	6	5	9	6	2	1	0	1	1
S1_L_T8919	28	24	21	16	28	14	21	23	25	6
S1_L_T892	17	12	7	10	8	5	8	9	5	7
S1_L_T8920	18	29	11	13	22	7	9	9	3	4
S1_L_T8921	45	40	27	33	43	26	36	39	44	20
S1_L_T8922	47	54	48	44	57	31	36	38	40	16
S1_L_T8923	0	0	0	0	1	0	0	0	0	0
S1_L_T8924	25	26	20	26	22	5	9	17	20	9
S1_L_T8925	52	46	30	34	34	12	9	14	19	5
S1_L_T8926	553	438	424	422	569	342	384	800	1116	672
S1_L_T8927	20	20	24	13	11	2	2	8	6	0
S1_L_T8928	39	52	35	40	38	22	21	32	27	4
S1_L_T8929	30	49	18	15	12	12	10	8	2	4
S1_L_T893	20	22	20	15	11	17	9	4	6	4
S1_L_T8930	39	30	20	16	19	13	20	16	17	14
S1_L_T8931	42	34	25	21	26	16	16	8	19	11
S1_L_T8932	17	21	12	24	13	10	9	23	24	7
S1_L_T8933	12	9	7	6	10	8	2	1	3	1
S1_L_T8934	23	17	12	15	15	11	7	7	13	8
S1_L_T8935	0	0	0	1	0	0	0	0	0	0
S1_L_T8936	113	71	61	56	87	42	31	76	67	14
S1_L_T8937	1	2	5	1	1	0	0	1	1	0
S1_L_T8938	52	61	49	42	31	21	27	12	16	16
S1_L_T8939	230	193	116	106	90	38	34	26	21	9
S1_L_T894	22	8	12	11	11	0	1	5	2	1
S1_L_T8940	1	0	0	0	0	1	0	0	0	0
S1_L_T8941	0	0	2	0	1	3	0	0	1	0
S1_L_T8942	45	40	31	16	33	17	17	20	19	9
S1_L_T8943	2	1	3	2	1	2	1	3	5	1
S1_L_T8944	48	60	31	20	20	20	16	12	10	9
S1_L_T8945	7	5	1	3	1	3	2	0	0	0
S1_L_T8946	3	1	0	1	1	0	0	0	0	1
S1_L_T8947	55	42	16	15	15	16	6	7	8	5
S1_L_T8948	3	9	9	4	8	9	9	7	6	4
S1_L_T8949	72	52	55	58	69	39	51	90	122	51
S1_L_T895	23	26	19	21	21	9	11	9	15	8
S1_L_T8950	86	61	51	53	60	17	18	40	32	11
S1_L_T8951	14	9	6	3	10	2	1	0	0	0
S1_L_T8952	13	13	8	7	9	2	2	5	11	6
S1_L_T8953	3	3	4	2	3	8	3	2	1	0
S1_L_T8954	11	5	9	10	7	1	4	4	9	8
S1_L_T8955	15	16	15	10	16	8	10	3	0	1
S1_L_T8956	125	95	86	85	88	42	57	119	114	55
S1_L_T8957	17	20	21	21	26	8	9	41	35	21
S1_L_T8958	18	10	7	14	12	11	10	24	16	5
S1_L_T8959	33	7	14	7	8	2	3	8	7	8
S1_L_T896	21	10	15	15	16	9	5	12	20	14
S1_L_T8960	16	28	14	13	16	9	6	3	1	0
S1_L_T8961	3	1	1	1	2	0	0	0	0	0
S1_L_T8962	165	113	71	56	57	43	26	15	25	15
S1_L_T8963	22	8	12	17	19	20	25	12	28	15
S1_L_T8964	0	2	0	0	2	1	0	0	2	0
S1_L_T8965	17	7	5	10	2	0	4	0	0	0
S1_L_T8966	22	11	6	14	24	2	2	13	12	4
S1_L_T8967	11	9	9	7	7	5	7	0	2	2
S1_L_T8968	65	75	57	42	65	41	54	59	84	32
S1_L_T8969	59	56	40	31	24	12	14	13	12	9
S1_L_T897	2	5	4	5	3	2	5	5	7	3
S1_L_T8970	42	54	31	27	52	41	24	20	25	16
S1_L_T8971	0	0	0	0	0	0	0	0	0	0
S1_L_T8972	72	49	54	61	71	16	39	52	74	44
S1_L_T8973	1	2	3	2	4	1	3	0	1	1
S1_L_T8974	5	1	3	3	5	0	0	1	0	0
S1_L_T8975	3	0	3	0	6	0	0	0	1	0
S1_L_T8976	32	18	36	32	32	8	17	59	47	26
S1_L_T8977	158	122	89	102	104	71	110	139	154	68
S1_L_T8978	155	133	99	103	132	81	75	123	124	78
S1_L_T8979	0	2	2	1	1	1	0	2	0	0
S1_L_T898	25	21	22	24	29	5	8	4	3	7
S1_L_T8980	58	44	31	43	39	17	10	21	20	2
S1_L_T8981	0	0	0	2	3	1	2	0	1	0
S1_L_T8982	169	115	71	64	63	38	26	21	25	8
S1_L_T8983	45	38	20	27	27	13	7	6	15	7
S1_L_T8984	618	356	231	202	172	72	68	72	58	28
S1_L_T8985	4	11	11	7	6	5	6	7	5	3
S1_L_T8986	222	176	127	109	136	44	43	35	28	12
S1_L_T8987	3	3	1	3	5	0	1	3	1	2
S1_L_T8988	11	15	6	12	12	4	6	10	6	2
S1_L_T8989	37	44	27	31	35	16	11	10	5	2
S1_L_T899	59	54	52	34	55	12	9	8	10	4
S1_L_T8990	24	20	14	7	9	3	2	2	9	0
S1_L_T8991	89	80	55	51	49	32	21	28	33	13
S1_L_T8992	42	39	25	33	28	15	18	15	17	7
S1_L_T8993	95	84	65	53	40	19	9	5	6	1
S1_L_T8994	59	44	28	34	29	22	14	12	10	2
S1_L_T8995	6	9	4	5	7	6	4	7	3	0
S1_L_T8996	83	83	59	64	60	61	70	71	85	42
S1_L_T8997	95	67	47	50	41	15	12	9	16	8
S1_L_T8998	51	50	35	26	19	14	11	5	8	2
S1_L_T8999	50	20	16	10	8	2	2	1	12	1
S1_L_T9	9	8	4	4	6	9	3	0	1	2
S1_L_T90	0	0	0	1	0	0	0	0	0	0
S1_L_T900	22	22	19	18	12	9	9	10	20	1
S1_L_T9000	108	99	64	60	69	36	45	45	68	17
S1_L_T9001	3	3	3	2	0	0	0	0	0	1
S1_L_T9002	67	40	25	14	20	2	10	6	15	2
S1_L_T9003	55	49	24	26	24	17	19	15	22	17
S1_L_T9004	58	35	20	43	28	30	35	41	33	14
S1_L_T9005	58	43	30	45	34	13	24	21	22	11
S1_L_T9006	60	97	105	99	100	83	90	66	92	21
S1_L_T9007	1	0	5	3	7	1	1	0	1	1
S1_L_T9008	19	16	11	10	5	5	8	6	2	5
S1_L_T9009	19	6	4	9	11	8	4	3	3	2
S1_L_T901	31	29	13	19	16	12	10	3	3	1
S1_L_T9010	14	12	9	7	17	5	1	3	3	1
S1_L_T9011	8	13	4	2	5	1	3	3	2	0
S1_L_T9012	7	7	6	4	4	9	9	9	12	4
S1_L_T9013	48	27	43	38	46	25	16	52	66	34
S1_L_T9014	130	104	69	86	80	60	81	68	79	32
S1_L_T9015	1	3	1	1	1	1	0	1	1	0
S1_L_T9016	38	14	22	19	29	1	4	54	92	44
S1_L_T9017	58	44	19	27	34	24	21	25	34	15
S1_L_T9018	24	20	21	29	24	4	7	5	2	1
S1_L_T9019	66	56	39	37	31	19	24	21	11	7
S1_L_T902	144	146	87	89	77	55	51	34	56	24
S1_L_T9020	48	57	43	48	46	19	34	40	54	24
S1_L_T9021	37	30	29	26	19	10	9	27	22	1
S1_L_T9022	16	9	14	17	5	9	6	3	5	2
S1_L_T9023	45	41	36	33	34	13	36	38	58	22
S1_L_T9024	4	4	2	3	6	1	0	2	1	0
S1_L_T9025	13	19	17	9	14	4	4	0	2	4
S1_L_T9026	0	0	0	0	0	0	1	1	0	0
S1_L_T9027	295	279	181	174	148	132	143	107	139	55
S1_L_T9028	1	0	0	0	0	0	0	0	0	0
S1_L_T9029	39	32	26	29	30	18	8	12	21	11
S1_L_T903	1	7	2	3	3	0	1	0	0	1
S1_L_T9030	45	36	38	43	47	43	28	75	92	48
S1_L_T9031	215	179	114	120	100	42	31	33	28	17
S1_L_T9032	37	36	38	27	30	11	23	22	18	11
S1_L_T9033	1	2	1	1	5	0	2	0	0	2
S1_L_T9034	38	32	18	20	16	12	17	20	10	4
S1_L_T9035	16	12	16	8	6	3	3	1	2	3
S1_L_T9036	92	59	66	68	102	35	35	40	41	15
S1_L_T9037	63	57	64	54	71	37	45	77	101	57
S1_L_T9038	0	1	0	0	0	0	0	0	0	0
S1_L_T9039	2	3	0	0	0	0	1	0	0	1
S1_L_T904	292	228	110	124	80	54	53	46	45	26
S1_L_T9040	58	76	45	39	37	24	20	19	17	4
S1_L_T9041	47	49	28	31	37	12	19	17	14	3
S1_L_T9042	110	71	86	62	91	42	57	93	127	74
S1_L_T9043	28	20	10	4	6	2	3	3	4	3
S1_L_T9044	0	0	0	1	0	0	0	0	0	0
S1_L_T9045	52	46	28	40	46	15	13	7	8	6
S1_L_T9046	17	17	12	16	19	6	4	5	8	2
S1_L_T9047	53	43	24	30	29	16	9	12	24	9
S1_L_T9048	63	59	54	40	51	32	40	20	30	13
S1_L_T9049	84	29	29	44	41	31	23	61	87	35
S1_L_T905	13	8	14	23	19	4	1	3	3	1
S1_L_T9050	0	0	0	0	0	0	0	0	0	0
S1_L_T9051	89	73	37	41	31	18	19	3	10	7
S1_L_T9052	4	2	1	4	3	1	1	2	0	0
S1_L_T9053	14	18	15	14	12	9	16	12	8	2
S1_L_T9054	24	26	13	6	12	2	11	3	12	4
S1_L_T9055	298	175	171	159	212	98	93	177	187	99
S1_L_T9056	121	97	83	101	96	75	59	54	46	9
S1_L_T9057	24	25	13	30	16	12	9	11	13	12
S1_L_T9058	94	106	92	100	119	75	85	150	206	110
S1_L_T9059	0	0	0	0	0	0	1	1	0	0
S1_L_T906	21	15	26	26	22	6	8	4	5	5
S1_L_T9060	336	253	145	164	121	69	60	36	35	15
S1_L_T9061	4	8	3	3	3	2	0	1	0	1
S1_L_T9062	12	13	7	6	11	4	4	4	1	1
S1_L_T9063	1	0	0	0	0	0	0	0	0	0
S1_L_T9064	201	168	106	137	143	104	108	195	214	86
S1_L_T9065	102	91	61	60	60	56	45	39	52	23
S1_L_T9066	5	5	1	4	2	2	4	6	5	2
S1_L_T9067	122	93	84	49	41	24	11	8	15	6
S1_L_T9068	1	0	0	2	3	1	1	1	1	0
S1_L_T9069	70	42	29	30	40	18	16	20	26	22
S1_L_T907	15	14	10	8	9	7	6	2	4	0
S1_L_T9070	71	41	30	21	18	13	7	5	13	5
S1_L_T9071	16	15	13	8	14	11	14	14	18	6
S1_L_T9072	49	35	31	26	25	13	3	5	10	4
S1_L_T9073	7	5	4	5	7	5	2	0	3	0
S1_L_T9074	95	57	59	46	51	15	10	47	50	21
S1_L_T9075	19	24	15	11	13	6	5	8	14	2
S1_L_T9076	27	26	15	16	25	10	13	14	14	12
S1_L_T9077	170	73	62	66	56	15	7	28	26	12
S1_L_T9078	17	17	12	14	13	4	7	6	6	8
S1_L_T9079	86	110	95	68	74	24	30	15	15	12
S1_L_T908	19	6	13	10	13	0	1	2	1	2
S1_L_T9080	15	13	5	4	7	5	2	1	1	0
S1_L_T9081	9	8	3	1	2	3	2	1	2	1
S1_L_T9082	0	0	0	1	0	0	0	0	0	0
S1_L_T9083	168	121	74	101	65	39	24	15	17	8
S1_L_T9084	9	12	5	6	3	7	3	3	0	5
S1_L_T9085	7	3	4	4	5	2	3	2	2	0
S1_L_T9086	7	5	12	3	2	3	2	4	5	4
S1_L_T9087	16	23	19	19	23	4	3	7	5	2
S1_L_T9088	192	107	131	136	141	19	15	32	38	17
S1_L_T9089	237	224	189	195	249	220	248	139	109	31
S1_L_T909	122	69	66	47	48	27	24	42	59	22
S1_L_T9090	32	33	23	15	20	28	24	22	35	14
S1_L_T9091	28	17	25	16	27	17	11	17	17	7
S1_L_T9092	22	19	12	17	5	10	6	4	9	4
S1_L_T9093	35	17	12	7	10	1	1	7	5	1
S1_L_T9094	173	147	133	164	170	118	160	202	210	83
S1_L_T9095	558	262	316	306	396	109	117	517	677	361
S1_L_T9096	33	17	18	15	31	10	4	14	13	2
S1_L_T9097	16	17	13	9	11	6	1	4	3	3
S1_L_T9098	84	80	45	39	46	28	17	20	13	5
S1_L_T9099	9	7	4	3	10	6	5	4	3	1
S1_L_T91	84	89	82	77	82	42	43	24	28	9
S1_L_T910	238	132	133	106	144	45	34	56	38	14
S1_L_T9100	1	0	0	1	1	0	0	0	0	0
S1_L_T9101	64	54	18	27	16	8	7	5	5	9
S1_L_T9102	55	45	47	36	54	18	22	31	30	4
S1_L_T9103	7	16	9	10	8	7	13	4	5	1
S1_L_T9104	15	7	7	7	1	5	7	1	3	4
S1_L_T9105	66	43	57	47	51	20	18	42	60	20
S1_L_T9106	19	19	4	7	4	1	2	3	3	2
S1_L_T9107	28	12	34	19	22	8	4	15	20	8
S1_L_T9108	1	0	0	0	0	0	0	0	1	0
S1_L_T9109	5	2	3	5	6	2	4	0	0	1
S1_L_T911	24	12	17	8	8	10	8	9	16	9
S1_L_T9110	44	25	23	20	22	12	7	38	61	35
S1_L_T9111	44	20	24	22	31	11	6	20	42	17
S1_L_T9112	38	24	20	19	18	20	11	14	20	12
S1_L_T9113	288	258	235	210	177	137	147	120	140	41
S1_L_T9114	266	172	99	92	65	37	37	31	18	12
S1_L_T9115	16	16	8	7	12	7	5	6	1	1
S1_L_T9116	25	15	19	11	17	7	5	16	20	12
S1_L_T9117	58	48	40	44	40	28	30	23	35	15
S1_L_T9118	20	12	5	5	2	10	3	5	2	1
S1_L_T9119	18	23	19	10	5	7	7	3	4	6
S1_L_T912	4	2	0	4	1	2	1	1	1	1
S1_L_T9120	41	48	26	29	19	14	10	22	15	8
S1_L_T9121	42	35	27	26	30	11	11	5	5	5
S1_L_T9122	5	4	1	3	2	3	3	2	5	1
S1_L_T9123	8	12	6	5	2	4	1	1	1	2
S1_L_T9124	96	72	63	48	71	62	103	97	106	51
S1_L_T9125	71	64	42	38	25	16	11	6	4	4
S1_L_T9126	0	0	0	0	0	1	0	0	0	0
S1_L_T9127	2	1	0	1	2	1	1	1	0	0
S1_L_T9128	119	87	59	68	49	53	23	23	24	8
S1_L_T9129	2	0	0	0	1	0	0	1	0	0
S1_L_T913	0	0	0	0	0	0	0	0	0	0
S1_L_T9130	46	18	20	14	14	3	12	9	9	1
S1_L_T9131	402	363	348	368	402	292	372	484	574	218
S1_L_T9132	1	0	0	0	0	0	0	1	2	1
